DISTRICT,Latitude,Longitude,date,Precip,Pressure,Humidity_2m,RH_2m,Temp_2m,MaxTemp_2m,MinTemp_2m,TempRange_2m,WindSpeed_10m,WindSpeed_50m,Rice(coarse)_price,Wheat_flour_price
kailali,28.8,80.8,2019-06-15,4.619,92.77466666666666,12.729,40.587333333333326,31.920666666666666,38.47366666666667,25.455666666666666,13.016666666666667,2.503,3.333666666666667,40.0,40.0
kailali,28.8,80.8,2019-07-15,12.374193548387098,92.6458064516129,19.81032258064516,78.64645161290322,27.79806451612903,31.322903225806453,24.78354838709677,6.540322580645161,2.034838709677419,2.833548387096774,40.0,40.0
kailali,28.8,80.8,2019-08-15,6.053870967741935,92.85612903225808,19.998387096774195,84.25387096774193,26.686774193548384,30.05258064516129,23.89967741935484,6.153548387096774,1.8416129032258064,2.6103225806451613,40.0,40.0
kailali,28.8,80.8,2019-09-15,7.561999999999999,93.30833333333334,18.57933333333333,86.063,25.127,28.50633333333333,22.424666666666667,6.079666666666666,1.8053333333333332,2.616,40.0,40.0
kailali,28.8,80.8,2019-10-15,0.1164516129032258,93.80548387096772,13.154516129032258,74.25064516129032,21.96677419354839,26.51225806451613,18.2958064516129,8.218064516129031,1.4967741935483871,1.914516129032258,40.0,40.0
kailali,28.8,80.8,2019-11-15,0.526,93.93866666666666,8.537,57.79733333333333,19.11233333333333,24.789,14.998666666666669,9.790666666666665,1.6126666666666667,2.144,40.0,40.0
kailali,28.8,80.8,2019-12-15,1.991290322580645,94.16129032258064,5.52741935483871,56.87032258064516,12.529677419354838,18.83645161290323,8.109677419354838,10.72709677419355,1.7603225806451612,2.331935483870968,40.0,40.0
kaski,28.2,84.0,2004-01-15,0.8148387096774194,78.27032258064517,3.128064516129032,45.925161290322585,4.712580645161291,11.337419354838708,0.5041935483870967,10.834516129032258,1.814516129032258,1.724516129032258,19.0,16.0
kaski,28.2,84.0,2004-04-15,2.716666666666667,78.15366666666667,5.816,42.458,15.496,21.943,10.025333333333332,11.917333333333334,2.5356666666666663,2.444333333333333,19.0,17.0
kaski,28.2,84.0,2004-05-15,2.3596774193548384,77.9790322580645,8.174516129032257,51.42225806451613,17.40032258064516,23.43290322580645,11.983870967741936,11.449354838709676,2.5351612903225806,2.389032258064516,19.0,20.0
kaski,28.2,84.0,2004-06-15,8.196,77.885,12.868,78.71566666666668,17.723666666666666,21.756,14.032666666666668,7.722666666666667,2.334,2.2616666666666663,19.0,22.0
kaski,28.2,84.0,2004-07-15,11.262258064516129,77.83,14.546774193548387,91.08483870967744,17.335483870967742,20.4541935483871,14.63483870967742,5.8183870967741935,2.370322580645161,2.332258064516129,19.0,22.0
kaski,28.2,84.0,2004-08-15,4.283548387096774,77.91612903225807,14.723225806451614,89.77677419354839,17.768709677419356,21.177096774193547,14.910967741935483,6.267096774193549,2.0864516129032262,1.9812903225806453,19.0,16.0
kaski,28.2,84.0,2004-09-15,5.356333333333334,78.26066666666667,13.332666666666666,89.57233333333333,16.277333333333335,19.785,13.403,6.381666666666666,1.9226666666666667,1.876,19.0,22.0
kaski,28.2,84.0,2004-10-15,1.8993548387096773,78.53580645161291,8.680967741935484,77.19322580645161,11.74741935483871,16.11064516129032,8.329032258064515,7.78258064516129,1.7206451612903224,1.668709677419355,19.0,16.0
kaski,28.2,84.0,2004-11-15,0.5516666666666666,78.52466666666666,5.398666666666667,62.91466666666667,8.143666666666666,13.471,4.446333333333333,9.025333333333332,1.6916666666666669,1.616,19.0,18.0
kaski,28.2,84.0,2004-12-15,0.0006451612903225,78.43677419354839,4.20258064516129,53.00677419354839,6.787096774193548,12.778387096774193,3.0716129032258066,9.705806451612904,1.5583870967741935,1.467741935483871,19.0,18.0
kaski,28.2,84.0,2005-01-15,1.390967741935484,78.28290322580645,3.671935483870968,56.3041935483871,4.28483870967742,10.091935483870968,0.5387096774193548,9.55225806451613,1.656774193548387,1.6587096774193548,19.0,18.0
kaski,28.2,84.0,2005-02-15,0.3457142857142857,78.27964285714286,3.988928571428571,52.38464285714286,6.3532142857142855,13.075357142857143,1.3403571428571428,11.734285714285717,2.1107142857142858,2.139642857142857,19.0,20.0
kaski,28.2,84.0,2005-04-15,0.5863333333333334,78.347,4.275666666666667,32.92666666666666,14.325666666666669,21.228666666666665,7.964333333333333,13.265666666666668,2.5856666666666666,2.533666666666667,19.0,19.0
kaski,28.2,84.0,2005-05-15,0.697741935483871,78.05354838709677,6.315161290322581,43.03322580645161,16.644193548387097,22.86483870967742,10.724193548387095,12.140967741935484,2.570967741935484,2.437741935483871,19.0,20.0
kaski,28.2,84.0,2005-06-15,3.709333333333333,77.79033333333334,9.962666666666667,54.10466666666666,19.807,25.489,14.556666666666668,10.933333333333334,2.523333333333333,2.3306666666666667,19.0,20.0
kaski,28.2,84.0,2005-07-15,12.120967741935484,77.90322580645162,14.798387096774194,88.60193548387096,18.06483870967742,21.437741935483874,15.21967741935484,6.21741935483871,2.3880645161290324,2.339677419354839,19.5,20.0
kaski,28.2,84.0,2005-08-15,7.296774193548386,77.86645161290323,15.060967741935483,91.43935483870968,17.817419354838712,21.137096774193548,15.15483870967742,5.982258064516128,2.248064516129032,2.1648387096774195,21.5,20.0
kaski,28.2,84.0,2005-09-15,2.424,78.25500000000001,13.262333333333334,87.58466666666666,16.552666666666667,20.147,13.682666666666668,6.465,1.8456666666666663,1.847,22.0,21.0
kaski,28.2,84.0,2005-10-15,5.76258064516129,78.47967741935483,9.03967741935484,79.68516129032258,12.073870967741936,16.781612903225806,8.307741935483872,8.47258064516129,1.6690322580645165,1.5870967741935484,21.0,19.0
kaski,28.2,84.0,2005-11-15,0.0,78.41533333333334,5.137333333333333,60.65233333333333,7.837333333333333,13.824333333333334,3.5846666666666667,10.24,1.723,1.6746666666666667,21.0,20.0
kaski,28.2,84.0,2005-12-15,0.0161290322580645,78.3816129032258,3.504516129032258,45.82612903225806,6.461935483870968,12.353870967741935,2.9561290322580644,9.396129032258065,1.5990322580645162,1.5961290322580644,20.0,20.0
kaski,28.2,84.0,2006-01-15,0.0,78.33774193548388,3.0696774193548384,39.03064516129032,6.7541935483870965,13.451935483870969,2.815483870967742,10.63516129032258,1.7580645161290325,1.7603225806451612,20.0,20.0
kaski,28.2,84.0,2006-02-15,0.0,78.35214285714287,4.098928571428571,42.85321428571429,9.794285714285715,16.705714285714286,5.070357142857143,11.634285714285712,2.0385714285714287,1.9575,20.0,20.0
kaski,28.2,84.0,2006-03-15,0.983225806451613,78.24806451612903,4.041290322580645,41.924838709677424,9.938709677419356,17.088709677419356,3.779354838709677,13.307741935483872,2.4635483870967745,2.3941935483870966,20.0,20.0
kaski,28.2,84.0,2006-04-15,0.3866666666666666,78.17233333333334,5.006,39.06766666666667,14.184,20.942666666666664,8.114333333333333,12.828333333333337,2.5156666666666667,2.418333333333333,21.0,22.0
kaski,28.2,84.0,2006-05-15,4.5764516129032256,78.10161290322581,10.233225806451614,64.33387096774193,17.413870967741936,22.50032258064516,12.91516129032258,9.586129032258064,2.3925806451612903,2.202258064516129,21.0,24.0
kaski,28.2,84.0,2006-06-15,7.785,77.95433333333334,12.830666666666668,80.59166666666667,17.301333333333332,21.250666666666667,13.515666666666668,7.734666666666667,2.3503333333333334,2.2333333333333334,20.5,24.0
kaski,28.2,84.0,2006-07-15,9.173225806451612,77.8258064516129,15.35774193548387,89.28387096774195,18.49903225806452,21.865483870967743,15.620967741935484,6.243870967741936,2.2874193548387094,2.181935483870968,20.0,24.0
kaski,28.2,84.0,2006-08-15,5.26516129032258,78.00709677419354,14.451290322580643,88.63000000000001,17.70483870967742,21.063870967741934,14.879032258064516,6.185161290322581,2.0490322580645164,1.9951612903225808,20.6,24.0
kaski,28.2,84.0,2006-09-15,5.303,78.211,13.307666666666668,89.734,16.244333333333334,19.836333333333336,13.336,6.500333333333333,1.9863333333333333,1.9633333333333332,21.0,24.0
kaski,28.2,84.0,2006-10-15,1.134516129032258,78.53516129032259,9.283225806451616,78.05387096774194,12.729032258064516,17.238709677419354,9.287096774193548,7.952903225806451,1.7348387096774194,1.6464516129032258,20.8,24.0
kaski,28.2,84.0,2006-11-15,0.038,78.44666666666667,5.684666666666667,62.02,8.764333333333333,14.403333333333334,4.928333333333333,9.475666666666664,1.7403333333333333,1.6966666666666663,21.0,26.0
kaski,28.2,84.0,2006-12-15,0.5683870967741936,78.46387096774194,3.970322580645161,50.54516129032258,6.881290322580645,13.11451612903226,3.045483870967742,10.068709677419356,1.6106451612903223,1.556774193548387,21.0,26.0
kaski,28.2,84.0,2007-01-15,0.0,78.3958064516129,2.7190322580645163,37.06806451612904,5.816774193548387,12.453225806451613,1.9041935483870969,10.547096774193548,1.724193548387097,1.6874193548387098,21.0,26.0
kaski,28.2,84.0,2007-02-15,3.5664285714285717,78.23857142857142,4.242500000000001,63.60214285714286,4.46,10.6075,-0.4746428571428572,11.081071428571429,1.9375,1.8771428571428568,21.0,26.0
kaski,28.2,84.0,2007-03-15,1.0806451612903225,78.25838709677419,4.823870967741935,52.642580645161296,9.046129032258063,16.046129032258065,2.7193548387096773,13.32516129032258,2.2974193548387096,2.2358064516129037,21.0,26.0
kaski,28.2,84.0,2007-04-15,1.3986666666666667,78.28333333333333,6.564666666666667,46.43233333333333,15.525333333333332,21.889666666666667,9.911,11.977,2.4170000000000003,2.3310000000000004,21.0,26.0
kaski,28.2,84.0,2007-05-15,1.57,78.11193548387097,9.034193548387098,56.69709677419355,17.519354838709678,22.99290322580645,12.327741935483871,10.668387096774197,2.341935483870968,2.21,21.0,26.0
kaski,28.2,84.0,2007-06-15,4.46,77.90100000000001,12.482666666666669,71.78833333333334,18.793,23.529666666666667,14.619666666666664,8.91,2.494333333333333,2.354,22.0,26.0
kaski,28.2,84.0,2007-07-15,11.669354838709678,77.78999999999999,14.775806451612905,87.39838709677419,18.27387096774193,21.78322580645161,15.367096774193548,6.4154838709677415,2.473548387096774,2.387741935483871,22.0,25.0
kaski,28.2,84.0,2007-08-15,8.489354838709678,77.93741935483871,14.727741935483872,90.97741935483872,17.55516129032258,20.67290322580645,14.81967741935484,5.851935483870967,2.139032258064516,2.0693548387096774,22.0,28.0
kaski,28.2,84.0,2007-09-15,6.771333333333333,78.06966666666668,13.468333333333334,90.427,16.234666666666666,19.458666666666662,13.572333333333336,5.886333333333334,1.8983333333333332,1.9216666666666664,22.0,28.0
kaski,28.2,84.0,2007-10-15,1.107741935483871,78.35064516129032,9.713225806451613,79.90903225806451,13.130967741935484,17.720967741935485,9.64,8.079677419354839,1.6793548387096775,1.5638709677419351,23.5,28.0
kaski,28.2,84.0,2007-11-15,0.0486666666666666,78.45599999999999,6.217,66.25233333333333,9.187333333333331,14.452,5.6593333333333335,8.792,1.6303333333333332,1.531,24.1,28.0
kaski,28.2,84.0,2007-12-15,0.002258064516129,78.33935483870968,3.601935483870968,46.83838709677419,6.53258064516129,12.706129032258064,2.959354838709677,9.746129032258064,1.615483870967742,1.6290322580645162,23.58,28.0
kaski,28.2,84.0,2008-01-15,0.204516129032258,78.19451612903225,3.38741935483871,49.93612903225807,4.687096774193549,10.566129032258065,0.9970967741935484,9.56967741935484,1.727741935483871,1.744516129032258,23.98,28.0
kaski,28.2,84.0,2008-02-15,0.0306896551724137,78.17103448275863,3.1579310344827585,44.40275862068966,5.307241379310344,12.057586206896552,0.6172413793103447,11.44103448275862,1.997241379310345,1.9068965517241376,23.89,28.0
kaski,28.2,84.0,2008-03-15,0.4025806451612903,78.18741935483871,3.823225806451613,37.71032258064516,10.713870967741936,17.901612903225807,4.806774193548387,13.095483870967742,2.501935483870968,2.4403225806451614,23.73,28.0
kaski,28.2,84.0,2008-04-15,0.8223333333333332,78.19566666666667,4.747333333333333,36.580333333333336,14.732666666666669,21.685,8.172333333333333,13.513333333333332,2.648333333333333,2.577,35.0,30.0
kaski,28.2,84.0,2008-05-15,2.693548387096774,77.97967741935483,8.260645161290322,53.45677419354839,17.04612903225806,22.68387096774193,11.811612903225807,10.871935483870969,2.4741935483870967,2.366774193548387,35.0,30.0
kaski,28.2,84.0,2008-06-15,12.432,77.83033333333333,13.903,85.03333333333333,17.724666666666668,21.19233333333333,14.704666666666666,6.487666666666667,2.324,2.2573333333333334,35.0,30.0
kaski,28.2,84.0,2008-07-15,11.964193548387096,77.81774193548387,14.948387096774193,91.69290322580645,17.651935483870968,20.614516129032257,15.057419354838707,5.556451612903226,2.2106451612903224,2.143548387096774,35.0,30.0
kaski,28.2,84.0,2008-08-15,10.73967741935484,77.93483870967742,14.736129032258065,93.0032258064516,17.22774193548387,20.18290322580645,14.658709677419356,5.524193548387097,2.08,2.06774193548387,35.0,30.0
kaski,28.2,84.0,2008-09-15,6.267333333333334,78.16933333333333,12.807,88.87933333333334,15.77,19.295333333333332,12.885333333333334,6.408333333333333,1.8323333333333331,1.7746666666666668,35.0,29.4
kaski,28.2,84.0,2008-10-15,1.253548387096774,78.43161290322581,9.943548387096774,83.61483870967741,12.766451612903223,17.093870967741935,9.390645161290324,7.704193548387098,1.71,1.632258064516129,35.0,28.0
kaski,28.2,84.0,2008-11-15,0.012,78.49366666666667,6.667,66.934,10.122000000000002,15.395333333333332,6.488,8.908666666666667,1.5686666666666669,1.4673333333333334,35.0,26.0
kaski,28.2,84.0,2008-12-15,0.0906451612903225,78.42612903225806,5.061612903225806,59.63806451612904,7.813870967741935,13.493548387096777,4.41483870967742,9.078064516129032,1.6135483870967744,1.545483870967742,35.0,28.0
kaski,28.2,84.0,2009-01-15,0.0,78.43741935483871,3.6674193548387097,45.5258064516129,7.262903225806451,13.71483870967742,3.288064516129032,10.426774193548388,1.8403225806451613,1.7958064516129033,37.0,28.0
kaski,28.2,84.0,2009-02-15,0.0582142857142857,78.2075,3.2214285714285715,36.737857142857145,8.358571428571429,15.640714285714283,3.185714285714286,12.455714285714285,2.322142857142857,2.2910714285714286,37.0,28.0
kaski,28.2,84.0,2009-03-15,0.2738709677419355,78.26064516129033,3.655806451612903,34.84225806451612,10.959032258064516,18.279032258064515,4.868064516129032,13.411612903225809,2.467741935483871,2.43483870967742,34.0,28.0
kaski,28.2,84.0,2009-04-15,0.0226666666666666,78.17599999999999,4.106333333333334,28.709666666666667,15.944333333333333,23.232333333333333,9.644,13.589666666666666,2.7106666666666666,2.590333333333333,35.0,28.0
kaski,28.2,84.0,2009-05-15,4.1006451612903225,78.0525806451613,8.903870967741934,58.53612903225806,16.706451612903226,22.43,11.587419354838708,10.843225806451612,2.4535483870967743,2.312903225806452,35.0,28.0
kaski,28.2,84.0,2009-06-15,3.737,77.85366666666667,10.427,59.22933333333334,18.933666666666667,24.35633333333333,13.945,10.409666666666668,2.5563333333333333,2.385333333333333,36.0,28.0
kaski,28.2,84.0,2009-07-15,7.973225806451612,77.7925806451613,15.00741935483871,85.08064516129032,18.921612903225807,22.74483870967742,15.61,7.134193548387096,2.572258064516129,2.495483870967742,36.0,28.0
kaski,28.2,84.0,2009-08-15,9.350645161290323,78.01483870967742,14.864193548387098,91.33774193548388,17.65,20.788709677419355,15.06225806451613,5.727741935483871,2.1103225806451613,2.082258064516129,36.0,28.0
kaski,28.2,84.0,2009-09-15,2.2753333333333337,78.2,13.288666666666668,88.57566666666666,16.435,20.028,13.515333333333333,6.5120000000000005,1.8633333333333333,1.817,36.0,31.0
kaski,28.2,84.0,2009-10-15,2.012258064516129,78.37903225806451,8.558387096774194,71.9990322580645,12.59290322580645,17.36806451612903,8.988387096774193,8.380645161290323,1.7783870967741937,1.739032258064516,35.0,31.6
kaski,28.2,84.0,2009-11-15,0.0946666666666666,78.45233333333334,5.321333333333333,56.614,9.238666666666669,15.153,5.318,9.835333333333333,1.778333333333333,1.7323333333333333,35.0,32.0
kaski,28.2,84.0,2009-12-15,0.1241935483870967,78.3541935483871,3.803225806451613,49.25806451612903,6.356451612903226,12.50032258064516,2.7396774193548388,9.759032258064517,1.6983870967741934,1.628064516129032,35.0,34.0
kaski,28.2,84.0,2010-01-15,0.0129032258064516,78.44096774193548,3.000322580645161,39.601612903225806,6.274193548387097,13.146451612903226,2.053870967741936,11.09258064516129,1.8687096774193548,1.7529032258064514,34.4,32.0
kaski,28.2,84.0,2010-02-15,0.3839285714285713,78.2817857142857,3.235,41.15785714285714,6.689285714285715,13.730357142857144,1.5489285714285714,12.182857142857143,2.209642857142857,2.1253571428571427,36.0,34.0
kaski,28.2,84.0,2010-03-15,0.0016129032258064,78.29290322580646,3.809032258064516,32.247096774193544,12.871935483870969,20.450645161290325,6.720645161290323,13.727741935483872,2.6261290322580644,2.570967741935484,36.0,35.0
kaski,28.2,84.0,2010-04-15,0.05,78.242,4.313666666666666,27.215666666666667,17.211666666666666,24.59,10.459333333333332,14.131666666666666,2.819333333333333,2.771,35.0,34.0
kaski,28.2,84.0,2010-05-15,1.167741935483871,78.03354838709677,7.916451612903225,47.6958064516129,18.29290322580645,24.52193548387097,12.406451612903227,12.115483870967742,2.667741935483871,2.543870967741936,35.0,34.0
kaski,28.2,84.0,2010-06-15,3.2676666666666665,77.935,10.950333333333331,58.89,19.915000000000003,25.465,14.742333333333333,10.722666666666669,2.767333333333333,2.5266666666666664,38.0,35.0
kaski,28.2,84.0,2010-07-15,7.147741935483872,78.01483870967742,14.734193548387095,85.42483870967742,18.615161290322582,22.24258064516129,15.519354838709678,6.724193548387096,2.6287096774193546,2.5493548387096774,40.0,34.0
kaski,28.2,84.0,2010-08-15,10.746451612903224,78.10354838709678,14.827741935483871,91.16161290322582,17.676774193548386,20.888387096774192,15.047741935483872,5.839677419354839,2.240967741935484,2.24483870967742,40.0,34.0
kaski,28.2,84.0,2010-09-15,8.546333333333333,78.204,13.543,92.067,16.098,19.29433333333333,13.465333333333332,5.830333333333333,1.935,1.92,40.8,34.0
kaski,28.2,84.0,2010-10-15,1.0719354838709676,78.29935483870968,10.038387096774194,81.68806451612903,13.178064516129032,17.44645161290323,9.964516129032257,7.480967741935483,1.7393548387096776,1.6741935483870969,42.0,34.0
kaski,28.2,84.0,2010-11-15,0.2386666666666666,78.41666666666667,7.191999999999999,71.99566666666666,10.148333333333332,15.034333333333333,6.726,8.307,1.6263333333333334,1.549,42.0,34.0
kaski,28.2,84.0,2010-12-15,0.1132258064516129,78.18354838709678,3.6293548387096775,48.96354838709677,5.910967741935484,11.86774193548387,2.1535483870967744,9.713548387096774,1.6929032258064516,1.646774193548387,42.0,34.0
kaski,28.2,84.0,2011-01-15,0.0441935483870967,78.10903225806452,3.2190322580645163,50.13548387096775,3.9335483870967742,10.238064516129032,-0.03,10.269032258064517,1.7725806451612904,1.7080645161290324,34.4,32.0
kaski,28.2,84.0,2011-02-15,0.4882142857142857,78.22214285714286,3.664285714285714,46.87321428571429,6.751428571428571,13.496071428571428,1.7132142857142856,11.78357142857143,2.2032142857142856,2.1414285714285715,45.0,36.0
kaski,28.2,84.0,2011-03-15,0.2806451612903226,78.21322580645162,4.120322580645161,40.12903225806452,10.740645161290322,17.756129032258066,4.934516129032258,12.822903225806453,2.452258064516129,2.417741935483871,42.0,36.0
kaski,28.2,84.0,2011-04-15,0.4433333333333333,78.28233333333334,5.379333333333333,41.974,13.829,20.21833333333333,7.857666666666666,12.363,2.546666666666667,2.512,42.0,40.0
kaski,28.2,84.0,2011-05-15,4.388064516129032,78.06225806451613,9.49967741935484,60.4058064516129,17.216451612903228,22.59258064516129,12.445806451612905,10.14548387096774,2.3758064516129034,2.2106451612903224,42.0,38.0
kaski,28.2,84.0,2011-06-15,5.374333333333333,77.796,12.118666666666666,70.548,18.485,23.212666666666667,14.09,9.123666666666669,2.556,2.3956666666666666,42.0,38.0
kaski,28.2,84.0,2011-07-15,11.143548387096772,77.86193548387098,15.083870967741936,92.23774193548388,17.70451612903226,20.705806451612904,15.136451612903226,5.569354838709677,2.304193548387097,2.277741935483871,44.0,38.0
kaski,28.2,84.0,2011-08-15,9.48225806451613,78.00774193548388,14.55516129032258,91.57870967741935,17.287419354838708,20.30903225806452,14.683870967741935,5.625806451612903,2.0945161290322583,2.085483870967742,45.0,38.0
kaski,28.2,84.0,2011-09-15,4.438999999999999,78.06666666666666,13.474,90.11333333333332,16.338333333333335,19.680666666666664,13.632,6.048333333333333,1.912,1.876,45.0,35.0
kaski,28.2,84.0,2011-10-15,0.3541935483870967,78.39096774193548,9.96483870967742,81.8241935483871,13.09032258064516,17.391935483870967,9.715806451612902,7.676774193548387,1.776774193548387,1.7116129032258065,42.0,35.0
kaski,28.2,84.0,2011-11-15,0.003,78.42800000000001,6.858333333333333,72.912,9.428666666666668,14.511333333333337,5.864999999999999,8.647666666666668,1.6326666666666665,1.5126666666666668,45.0,35.0
kaski,28.2,84.0,2011-12-15,0.0216129032258064,78.35612903225807,3.758709677419355,48.09451612903226,6.491935483870968,12.486129032258065,3.1425806451612903,9.343548387096773,1.58,1.5216129032258066,45.0,33.0
kaski,28.2,84.0,2012-01-15,0.6438709677419355,78.16903225806452,3.396774193548387,56.28354838709677,2.967741935483871,8.823870967741936,-0.9506451612903224,9.776129032258064,1.8025806451612905,1.803225806451613,45.0,33.0
kaski,28.2,84.0,2012-02-15,0.2555172413793103,78.13620689655171,3.6189655172413793,47.22689655172414,6.513103448275862,13.14206896551724,1.766896551724138,11.37310344827586,2.191379310344828,2.2079310344827587,45.0,33.0
kaski,28.2,84.0,2012-03-15,0.4380645161290322,78.16,3.567096774193548,36.674838709677424,10.06483870967742,17.323225806451614,4.132258064516129,13.188387096774193,2.498064516129032,2.4422580645161287,40.0,33.0
kaski,28.2,84.0,2012-04-15,0.3666666666666666,78.134,5.534000000000001,41.41233333333333,14.805,21.61466666666667,8.609666666666667,13.003333333333334,2.766,2.791333333333333,44.0,33.0
kaski,28.2,84.0,2012-05-15,0.5861290322580646,78.03903225806452,5.723870967741935,33.77225806451613,18.33709677419355,25.080645161290324,11.596129032258066,13.483548387096777,2.751935483870968,2.665483870967742,42.0,32.0
kaski,28.2,84.0,2012-06-15,2.786666666666666,77.691,10.052,52.202,20.48433333333333,26.22833333333333,15.021,11.206333333333331,2.661,2.518333333333333,42.0,35.0
kaski,28.2,84.0,2012-07-15,10.70483870967742,77.75741935483872,15.018709677419354,87.97548387096774,18.407096774193548,21.90419354838709,15.520645161290322,6.3832258064516125,2.516774193548387,2.4203225806451614,42.0,34.0
kaski,28.2,84.0,2012-08-15,8.63258064516129,77.96,14.532580645161293,89.21322580645162,17.67838709677419,21.146129032258063,14.745806451612903,6.4,2.193548387096774,2.0748387096774192,45.0,36.0
kaski,28.2,84.0,2012-09-15,13.685333333333334,78.19,13.323333333333332,89.96833333333333,16.211333333333336,19.638666666666666,13.455666666666668,6.184333333333333,1.8673333333333333,1.8076666666666663,45.0,35.0
kaski,28.2,84.0,2012-10-15,1.765483870967742,78.41096774193548,8.81967741935484,78.39612903225806,11.741935483870968,16.4158064516129,8.168387096774193,8.247741935483871,1.7938709677419356,1.7109677419354838,45.0,35.0
kaski,28.2,84.0,2012-11-15,0.163,78.32666666666667,5.309666666666667,61.02,8.151,13.692333333333332,4.534000000000001,9.157333333333334,1.7343333333333333,1.6876666666666666,45.0,35.0
kaski,28.2,84.0,2012-12-15,0.0003225806451612,78.26193548387097,3.720322580645161,48.13387096774194,6.463870967741936,12.781935483870967,2.6683870967741936,10.112580645161293,1.7380645161290322,1.7570967741935484,42.0,34.0
kaski,28.2,84.0,2013-01-15,0.5651612903225807,78.25741935483872,3.0067741935483867,46.82419354838709,3.7277419354838712,10.321612903225803,-0.5509677419354839,10.872903225806452,1.8706451612903223,1.8480645161290323,42.0,35.0
kaski,28.2,84.0,2013-02-15,1.894642857142857,78.3782142857143,4.179285714285714,56.71821428571429,6.089642857142857,12.73857142857143,0.8521428571428571,11.886071428571428,2.143214285714285,2.160357142857143,42.0,35.0
kaski,28.2,84.0,2013-03-15,0.4758064516129032,78.30000000000001,5.031290322580645,48.20806451612904,10.936451612903223,18.225161290322585,4.57258064516129,13.651290322580644,2.5916129032258066,2.586129032258065,42.0,42.0
kaski,28.2,84.0,2013-04-15,0.943,78.13266666666667,6.109333333333334,47.58533333333333,14.334,20.78966666666667,8.506333333333334,12.283,2.6910000000000003,2.6926666666666668,42.0,42.0
kaski,28.2,84.0,2013-05-15,3.954516129032258,77.96129032258065,7.4716129032258065,46.91258064516129,17.33709677419355,23.5841935483871,11.638709677419357,11.946129032258064,2.5345161290322578,2.3680645161290323,42.0,42.0
kaski,28.2,84.0,2013-06-15,13.135666666666667,77.85333333333332,13.651,83.18299999999999,17.761333333333333,21.613333333333333,14.366666666666667,7.245666666666667,2.239,2.084,45.0,40.0
kaski,28.2,84.0,2013-07-15,11.250967741935485,77.78193548387097,15.113870967741937,91.18967741935484,17.911612903225805,21.13387096774193,15.10225806451613,6.030645161290322,2.3116129032258064,2.1703225806451614,45.0,44.0
kaski,28.2,84.0,2013-08-15,10.77258064516129,77.96967741935484,14.43967741935484,91.20548387096774,17.225806451612904,20.38096774193549,14.511935483870968,5.868387096774193,2.1590322580645163,2.076774193548387,45.0,44.0
kaski,28.2,84.0,2013-09-15,5.452666666666667,78.14233333333333,13.367666666666668,89.87733333333334,16.262999999999998,19.738333333333333,13.292333333333334,6.446333333333333,1.972,1.9563333333333333,45.0,44.5
kaski,28.2,84.0,2013-10-15,5.85741935483871,78.40290322580644,10.685806451612905,87.17903225806452,13.291935483870969,17.13290322580645,10.363225806451611,6.7700000000000005,1.6383870967741936,1.6377419354838711,45.0,45.0
kaski,28.2,84.0,2013-11-15,0.2846666666666667,78.46333333333334,6.2156666666666665,67.085,9.137,14.275,5.696,8.579666666666666,1.6410000000000002,1.5953333333333333,42.0,43.0
kaski,28.2,84.0,2013-12-15,0.0261290322580645,78.31258064516129,4.910967741935484,65.99645161290321,6.015806451612904,11.360645161290323,2.7241935483870967,8.637419354838709,1.5806451612903225,1.5861290322580646,43.75,44.5
kaski,28.2,84.0,2014-02-15,0.7296428571428571,78.17214285714286,4.239642857142857,57.294285714285714,5.909999999999999,11.989285714285714,1.5896428571428571,10.399642857142856,1.9867857142857144,1.9946428571428567,43.8,42.0
kaski,28.2,84.0,2014-03-15,0.6916129032258065,78.32129032258065,5.170967741935484,53.55516129032258,9.866129032258064,16.35225806451613,4.5203225806451615,11.831612903225803,2.421935483870968,2.410322580645161,43.8,42.5
kaski,28.2,84.0,2014-04-15,0.958,78.28533333333333,5.514333333333334,41.96366666666667,14.484,21.255333333333333,8.267333333333333,12.989,2.5776666666666666,2.606666666666667,48.0,45.0
kaski,28.2,84.0,2014-05-15,3.2196774193548388,78.13193548387098,8.077741935483871,51.37967741935484,17.414516129032258,23.29548387096774,11.87548387096774,11.42,2.528709677419355,2.5006451612903224,45.0,44.0
kaski,28.2,84.0,2014-06-15,11.217666666666668,77.78733333333334,12.138333333333332,67.24033333333334,19.348000000000003,24.196666666666665,14.828333333333337,9.368666666666666,2.432333333333333,2.333333333333333,48.0,45.0
kaski,28.2,84.0,2014-07-15,13.12774193548387,77.85451612903225,15.188064516129032,90.06612903225808,18.200645161290325,21.1883870967742,15.573225806451612,5.616129032258065,2.169677419354839,2.0916129032258066,48.0,45.0
kaski,28.2,84.0,2014-08-15,14.424193548387096,77.93870967741935,15.130967741935484,92.49838709677418,17.71967741935484,20.567741935483877,15.148709677419356,5.418387096774193,2.326451612903226,2.361935483870968,50.0,45.0
kaski,28.2,84.0,2014-09-15,8.311333333333334,78.15166666666667,13.626333333333331,92.20033333333336,16.157,19.398333333333333,13.497333333333334,5.902,2.012,2.013,47.0,45.0
kaski,28.2,84.0,2014-10-15,3.232903225806452,78.51096774193549,9.467096774193548,82.58870967741936,12.21032258064516,16.559032258064516,8.621290322580645,7.938709677419355,1.7545161290322582,1.722258064516129,48.0,45.0
